,PV Roof,PV Facade,GWP,NPV,Normalized GWP,Normalized NPV,GWP_1,GWP_2,GWP 1 per kWh(gCO2e/kWh),GWP 2 per kWh(gCO2e/kWh),Feasibility
0,114.0,0.0,297646.72376769717,92701.74239445636,1.0,1.0,301321.3088235399,297646.72376769717,24.31509105310924,24.018570801806554,False
1,0.5099335843150854,129.0,279679.1220050828,-92723.76158239802,0.0,0.0,280256.64804241434,279679.1220050828,22.615280485792624,22.568677083470746,True
2,33.391952195773584,129.0,279717.0670494458,-68578.67047171562,0.002111859159856665,0.13021450983191765,282061.0339682761,279717.0670494458,22.760885216681306,22.571739054800634,True
3,114.0,88.54450069090122,285411.3922844348,11115.245124024717,0.3190336893641142,0.5600039071183237,294074.2397539041,285411.3922844348,23.730289583261783,23.031242025617274,True
4,114.0,114.76562291866124,281865.32097315707,-15891.179006121798,0.12167450041235665,0.41435822434580943,292721.5766974505,281865.32097315707,23.621136581403864,22.74509217730027,True
5,46.33962639100872,129.0,279755.78731260763,-60125.21225898462,0.004266863688194947,0.17580402169208875,283068.13788854063,279755.78731260763,22.842153360699346,22.574863582329254,True
6,114.0,117.74317502420763,281528.86545431154,-19045.132295762334,0.10294882275705611,0.397348949882496,292656.7998634039,281528.86545431154,23.615909421651622,22.717941934896267,True
7,113.99481633654281,98.10244768842998,284109.35437854944,1446.1309639317847,0.24656781867710056,0.5078583610487827,293526.7075550402,284109.35437854944,23.68610653055348,22.926174214914436,True
8,114.0,118.73121909806028,281417.3728009409,-20096.212408257295,0.09674361769721081,0.3916804733787128,292636.6216407887,281417.3728009409,23.614281142118074,22.708945047059014,True
9,53.41993073943787,129.0,279785.395807096,-55803.74710689776,0.005914746075590403,0.19910968924808084,283700.63313616964,279785.395807096,22.893192497615363,22.577252836651297,True
10,23.242926066618622,129.0,279696.78120282525,-75602.0479097492,0.0009828355489942227,0.09233742557219106,281378.35554000305,279696.78120282525,22.70579655332636,22.570102090559388,True
11,23.242926066618622,129.0,279696.78120282525,-75602.0479097492,0.0009828355489942227,0.09233742557219106,281378.35554000305,279696.78120282525,22.70579655332636,22.570102090559388,True
12,114.0,127.29526945171668,280451.64067626646,-29291.633795224654,0.04299509090807378,0.3420895530913117,292485.7561311971,280451.64067626646,23.602107065824516,22.631015395697638,True
13,114.0,86.44435923827761,285698.56736941123,13213.194751202347,0.33501662847699865,0.5713181523660514,294201.6851060307,285698.56736941123,23.74057377243298,23.05441558863759,True
14,114.0,123.08535116742591,280926.12661251816,-24749.490229598763,0.0694029522643387,0.36658533963744333,292553.8551060559,280926.12661251816,23.607602305377206,22.66930398799277,True
15,113.96333574867637,92.31766814944493,284895.78255275614,7308.2495580913655,0.29033705313570457,0.5394727747536596,293845.57999309176,284895.78255275614,23.711837908117925,22.989634953012335,True
16,59.912215529687735,129.0,279815.5164075865,-52062.44742737354,0.007591130096590492,0.21928652360626724,284341.7168881203,279815.5164075865,22.9449246829766,22.579683415312864,True
17,114.0,95.9876604567562,284397.31204094854,3602.2780330063233,0.2625943127080548,0.5194864651813387,293644.2506793646,284397.31204094854,23.69559166050255,22.949410927936864,True
18,113.9993299428102,102.51385182080531,283510.22540416627,-3084.387305704052,0.21322285799181898,0.4834252697400415,293294.4395558584,283510.22540416627,23.66736368899714,22.87782756587869,True
19,39.97355350767286,129.0,279735.66501960007,-64197.95299153451,0.003146942773127195,0.15383972527546275,282550.87013727165,279735.66501960007,22.80041249437944,22.573239816029464,True
20,114.0,80.80766299702302,286469.6220544397,18772.882393016727,0.37793024016627796,0.6013015555256749,294563.4672467703,286469.6220544397,23.76976774390422,23.116635764656976,True
21,113.93844048112062,121.19853498943512,281138.36102566635,-22742.352521330162,0.08121501354843261,0.37740983608060324,292576.47568080405,281138.36102566635,23.60942767025705,22.686430221449175,True
22,69.27762522228255,129.0,279871.32400610956,-47076.69027915808,0.010697142755395024,0.24617471881827974,285380.0567042194,279871.32400610956,23.028713404295683,22.584186803555934,True
23,113.81602696852106,71.55055253762339,287733.0066116467,27675.668783400015,0.44824483049940483,0.6493142948708222,295169.6332991953,287733.0066116467,23.818682249206102,23.218584447488333,True
24,114.0,8.22354618899201,296499.2064331399,85551.099294342,0.9361340845752202,0.9614365718482452,300531.49118442484,296499.2064331399,24.251356802500098,23.925972012216402,False
25,113.98586831365091,72.91445489129642,287551.0942826067,26431.55036683147,0.43812036695421924,0.6426047625255638,295101.46761517506,287551.0942826067,23.813181626564706,23.20390505139265,True
26,114.0,104.6826644903768,283215.7764253602,-5332.122157148519,0.1968350850048444,0.47130323257019757,293185.0834075252,283215.7764253602,23.658539206207255,22.854067036767365,True
27,113.86951119938895,31.21242162447363,293297.56716566277,65146.185537884965,0.7579445126013536,0.8513928436726211,298401.8826941138,293297.56716566277,24.079508271270893,23.667616071138546,False
28,114.0,3.930872494688515,297097.53298998025,89292.27634058149,0.9694343861260527,0.981612744844957,300941.08220247715,297097.53298998025,24.284408706254805,23.97425391025364,False
29,114.0,10.531014869947924,296177.9548763826,83533.22182000591,0.9182545945352223,0.9505541558317949,300313.1977739035,296177.9548763826,24.233741638893367,23.900048651920358,False
30,73.1020308332378,129.0,279896.9064549826,-45201.670967222395,0.012120952633364305,0.25628670056686237,285848.55222347437,279896.9064549826,23.066518600526695,22.586251176554107,True
31,113.91576639010077,124.65845964530381,280747.7837707235,-26461.383385416066,0.05947715113901888,0.35735309747494665,292510.9842453724,280747.7837707235,23.60414284582184,22.65491263129172,True
32,114.0,110.19413978605657,282468.0198011478,-11081.135285883483,0.15521814390766095,0.4402987967971521,292916.24448367645,282468.0198011478,23.636845277764145,22.793726895294206,True
33,114.0,82.27920609790641,286268.19375902583,17331.910405340615,0.3667196012576973,0.5935303915985379,294466.1170495416,286268.19375902583,23.761912080065194,23.100381529724892,True
34,114.0,14.671410032066788,295601.51871393295,79898.16485466539,0.886172618873392,0.9309502885784839,299925.076778253,295601.51871393295,24.202422256318965,23.85353319693647,False
35,89.73336585115266,129.0,280025.9051477974,-38169.091011909,0.019300469105242784,0.2942134140150363,288187.07425961783,280025.9051477974,23.255225388176516,22.596660712387372,True
36,113.97512876486715,112.31257033409577,282179.9079920546,-13310.727493453851,0.13918307072985406,0.4282746029308722,292811.23231897765,282179.9079920546,23.628371332272852,22.77047774342065,True
37,113.99069215224317,17.78873030489273,295167.2636851465,77148.98094023892,0.8620038380575799,0.9161239359168263,299633.5628483119,295167.2636851465,24.178898570664465,23.81849103345179,False
38,114.0,111.25525876304525,282324.10859226296,-12192.641957916672,0.14720866046150133,0.4343044397740108,292865.64019472303,282324.10859226296,23.632761770034858,22.782113995558507,True
39,114.0,109.00620259637196,282629.1303653273,-9839.20343283231,0.16418487003550247,0.44699653700233016,292973.4880882403,282629.1303653273,23.641464544362357,22.806727695181003,True
40,113.97376776389126,16.52563088595676,295342.65386161837,78251.85841257768,0.8717653064376719,0.9220717556540529,299748.92305074946,295342.65386161837,24.188207549963426,23.83264412513782,False
41,114.0,54.9153633238686,290027.5055811073,43505.73393681997,0.5759468465934404,0.7346858581882174,296446.0588888325,290027.5055811073,23.921683276766096,23.403738798441893,False
42,113.99348802166838,101.22719969002736,283684.73332518176,-1758.5802099147281,0.22293522380007044,0.49057534924558144,293359.78118439554,283684.73332518176,23.672636424780883,22.891909464054255,True
43,0.8903577000418403,129.0,279679.14495503827,-92421.52646398234,1.2772965355964586e-06,0.001629954412600106,280271.0217049308,279679.14495503827,22.616440366964717,22.56867893541497,True
44,17.07091120851017,129.0,279688.63674020045,-80053.3635340848,0.0005295495327299948,0.06833147423935163,281016.55138830445,279688.63674020045,22.676600805683112,22.569444874011797,True
45,114.0,39.69178875598219,292127.3087141983,57553.02761334551,0.6928129237045285,0.8104429324592897,297685.3553703941,292127.3087141983,24.02168817488837,23.57318218953181,False
46,114.0,32.93409200545478,293062.4322479401,63669.35838150641,0.7448579070081733,0.8434283127709665,298267.61999462993,293062.4322479401,24.068673956977847,23.648641883894655,False
47,114.0,78.96228803183433,286722.3109392772,20574.014900433536,0.3919938246210086,0.6110150656350589,294687.2112759116,286722.3109392772,23.779753255209737,23.137026467415176,True
48,6.856828902787219,129.0,279680.5330006,-87752.20799446509,7.852998613053524e-05,0.02681159539171859,280515.6202868034,279680.5330006,22.636178223583332,22.568790943604338,True
49,113.9978135567269,24.122416442280993,294285.69778369495,71545.47754225771,0.8129396438986317,0.8859042343234539,299053.88992564543,294285.69778369495,24.13212192565821,23.747353166545523,False
50,114.0,60.35009674847146,289279.0047411062,38398.008704009735,0.5342884856229451,0.7071398889269027,296028.17874651257,289279.0047411062,23.887962483007875,23.343338602554606,False
51,110.8624930485418,107.27363282693383,282763.4379639504,-8953.026249363047,0.17165985753787213,0.45177569178127513,292438.99376871285,282763.4379639504,23.59833358194413,22.817565632605326,True
52,114.0,2.302326328754213,297325.06073010014,90706.5444339746,0.9820976086933139,0.9892398946332065,301098.1207639583,297325.06073010014,24.297080916315792,23.9926142371078,False
53,113.9939582281841,58.390562115315674,289548.70341150096,40242.106652482325,0.5492987621171594,0.7170851117194629,296176.5017416873,289548.70341150096,23.899931391370263,23.365101908154053,False
54,37.12056471166659,129.0,279727.3242210668,-66077.3605909142,0.0026827295384681507,0.14370407748661118,282333.3673339065,279727.3242210668,22.78286112873332,22.572566756176563,True
55,113.99575582271414,90.40135935792824,285157.8972288008,9250.138519081587,0.30492523688486023,0.5499453846122939,293963.3131249888,285157.8972288008,23.721338370707915,23.010786268992163,True
56,113.99454134444352,38.29867518484187,292319.69215144427,58817.19545758498,0.7035201644252276,0.8172605913957716,297803.1678001137,292319.69215144427,24.031195036407734,23.588706550593457,False
57,113.98446136082327,1.3619047717783364,297456.0394559063,91513.07103624957,0.989387325347581,0.9935894937173522,301187.2891426546,297456.0394559063,24.30427634917623,24.003183551493272,False
58,114.0,25.712561095679824,294064.6530017566,70130.87903354254,0.8006372351042481,0.8782753026049145,298910.65512639994,294064.6530017566,24.120563608726613,23.729515981314144,False
59,113.93836863247503,90.8852311064188,285090.15169805416,8743.821195865663,0.3011548098884425,0.5472148145862896,293924.2996680883,285090.15169805416,23.718190183941648,23.00531955057461,True
60,113.99507507769772,41.6552396239717,291855.8017100442,55761.00053066839,0.6777020030740958,0.8007785279181493,297518.6478593934,291855.8017100442,24.008235729971528,23.551272960631472,False
61,113.94111226902127,15.573890559397679,295474.2667172267,79071.11058651721,0.8790903160492602,0.9264899837638269,299833.55392948474,295474.2667172267,24.19503682974582,23.84326461056041,False
62,114.0,13.295502330506373,295793.07602291263,81107.9444865516,0.89683388082201,0.9374746318103471,300053.633520458,295793.07602291263,24.212796128994647,23.868990893665305,False
63,113.61875040344245,99.85228876079807,283859.5381244644,-463.00759318656856,0.23266411258512537,0.49756237416363086,293360.2558912773,283859.5381244644,23.672674731202353,22.906015318790093,True
64,82.38130796618839,129.0,279963.90506078926,-41034.89759155113,0.0158498089766787,0.27875811515819804,287086.96230221225,279963.90506078926,23.166451970467133,22.591657621942854,True
65,11.078253199160908,129.0,279682.8030185117,-84523.36701279711,0.00020486949107233123,0.04422473928195181,280709.2077989973,279682.8030185117,22.651799747345187,22.56897412245893,True
66,110.25656621516305,120.88034475042008,281137.44816214155,-23346.310099372266,0.08116420746218549,0.3741526920249641,291902.3593555283,281137.44816214155,23.555029924895248,22.68635655802387,True
67,113.98859549339855,63.20340669652997,288885.6935595848,35697.83346214096,0.5123984645328871,0.6925778401042886,295810.70968125307,288885.6935595848,23.87041383985461,23.311600398481893,False
68,113.91247256935455,70.35803422109235,287899.5254301535,28861.052762185638,0.4575125569721318,0.6557070723116946,295270.5668055601,287899.5254301535,23.82682706779577,23.232021665884396,True
69,57.79818822728805,129.0,279804.9677474177,-53257.10708050766,0.007004036709938271,0.21284372244077468,284126.4795168464,279804.9677474177,22.927556126132774,22.57883219229948,True
70,80.68751741061666,129.0,279951.5425060399,-41744.032913404604,0.015161761962241827,0.27493374738437776,286847.153017701,279951.5425060399,23.147100585691064,22.590660026898703,True
71,113.98859549339855,52.056837579589164,290420.9505557421,46165.066997608774,0.5978443140369502,0.7490276450716482,296669.57070366055,290420.9505557421,23.939719538954815,23.4354877989357,False
72,114.0,53.31751984386086,290247.60804941325,44997.18900032479,0.5881968102343276,0.7427292774132827,296571.4188990314,290247.60804941325,23.931799189491638,23.42149994377466,False
73,113.99277424762928,61.5397352229012,289114.94720026094,37272.66504644815,0.5251577433562391,0.7010709090216246,295936.6681400325,289114.94720026094,23.880578044324878,23.330099996698365,False
74,114.0,55.4655142683882,289951.7358216856,42990.86815252469,0.5717298252890525,0.7319091862997615,296403.21639455564,289951.7358216856,23.918226106234908,23.39762456574257,False
75,93.74223477974007,129.0,280062.49784140417,-36754.86514620367,0.02133706219597346,0.301840336069307,288826.6131665802,280062.49784140417,23.30683291243529,22.599613555916427,True
76,113.98407133541176,43.000750709791156,291669.5247259038,54525.536425027734,0.6673346214612651,0.7941156682837224,297404.3481123193,291669.5247259038,23.99901232400563,23.536241359155436,False
77,113.98367909468362,93.78447459943561,284696.6455255697,5831.703843059383,0.27925393643390817,0.5315097616655772,293765.34470920917,284696.6455255697,23.705363330395908,22.973565611726816,True
78,114.0,129.0,280259.8989168399,-31140.384018453144,0.032323563235109425,0.3321192405745435,292460.5553643894,280259.8989168399,23.60007349262012,22.61554281475956,True
79,114.0,125.78282843690532,280621.84023243556,-27655.2049071728,0.052467671523881855,0.35091481635313426,292509.0160652612,280621.84023243556,23.60398402373654,22.64474963082893,True
80,114.0,106.58741954749091,282957.1805926225,-7315.55043283586,0.1824427450501737,0.4606066011298164,293091.26976883714,282957.1805926225,23.650968924584525,22.833199673474933,True
81,113.93224244945317,77.3577020374286,286940.18235562206,22107.464140727603,0.4041196174353963,0.6192849595137644,294784.8477230491,286940.18235562206,23.78763201795479,23.154607578246598,True
82,114.0,93.91554144474853,284679.3244735614,5704.3753446584315,0.27828992063274044,0.530823078897187,293760.95621860295,284679.3244735614,23.705009201611944,22.972167891272328,True
83,113.40722150562775,4.583339336276513,296990.7488502936,88376.0618122407,0.963491236834484,0.9766715986234795,300808.8328356275,296990.7488502936,24.27373685762511,23.965636975428662,False
84,111.63145373840956,106.51787344044124,282890.69457548717,-7938.166940964217,0.1787424172037685,0.4572488294383555,292627.3789143011,282890.69457548717,23.613535301284575,22.82783459137465,True
85,98.68661620736736,129.0,280108.5328831193,-35162.011092748115,0.02389917606755988,0.31043060018774443,289653.9056675987,280108.5328831193,23.373591193050615,22.603328348724503,True
86,113.99762775340551,36.94203153737348,292507.45526738075,60049.05111956677,0.7139702577886705,0.8239039906885438,297919.880568809,292507.45526738075,24.040613160897394,23.603858075317138,False
87,114.0,57.183408658860195,289715.13812795584,41379.73287773189,0.5585618078287573,0.7232203315293094,296270.21015955455,289715.13812795584,23.90749318221002,23.378532339943956,False
88,113.98848395283079,84.58138393837841,285952.9914193398,15057.617915158939,0.34917678481227193,0.5812651290461677,294316.15860826883,285952.9914193398,23.749811199553402,23.07494631035875,True
89,113.15739642014374,30.135194560093336,293427.0414111032,65727.25409348324,0.7651504963019634,0.85452654719849,298404.22910419444,293427.0414111032,24.079697614583456,23.67806398164049,False
90,113.94785737819066,67.82734506051328,288248.1824756273,31291.294320687874,0.4769173195041726,0.6688133684057075,295460.73989837535,288248.1824756273,23.842173065348046,23.260156509185396,False
91,114.0,41.01360687699964,291944.62220341654,56348.911338268605,0.6826453725090275,0.8039491317185501,297573.3957346788,291944.62220341654,24.012653603960345,23.558440320922593,False
92,113.9849457697818,113.38680984959578,282034.5353919113,-14439.19359971886,0.13109225248577488,0.42218878365540796,292763.60911301046,282034.5353919113,23.62452838271892,22.75874691687236,True
93,114.0,95.32338154844761,284487.71944987675,4277.139934045441,0.26762600308736406,0.5231259963491944,293681.3847241462,284487.71944987675,23.69858818830724,22.956706344210435,True
94,113.94853970845838,79.67942604564675,286622.505979954,19854.779111440876,0.3864391067103042,0.6071362260279548,294630.12087802147,286622.505979954,23.775146351607805,23.12897271680932,True
95,12.319013236221593,129.0,279683.7099455207,-83585.36684332666,0.00025534517619597315,0.0492833754962427,280769.2237363129,279683.7099455207,22.656642727040726,22.56904730683772,True
96,114.0,26.02918685845531,294020.68013828364,69848.37608613183,0.798189893268988,0.8767517638178985,298882.24194336694,294020.68013828364,24.11827080993567,23.72596759576058,False
97,113.82746101784316,34.291450603037426,292869.55409689556,62355.297866799236,0.7341231326296658,0.8363415825934867,298126.1137379596,292869.55409689556,24.057255124605987,23.633077601955506,False
98,114.0,11.570337492158778,296033.2577833662,82622.26804420611,0.9102013721336948,0.9456413808560638,300215.41607174824,296033.2577833662,24.225851154810062,23.888372335348024,False
99,114.0,50.501258162682184,290635.59361989866,47617.00328733428,0.6097904305522435,0.7568579394949372,296794.825870724,290635.59361989866,23.949826991374664,23.45280839822973,False
